SBS-1 Log from KAMPENHOUT for 17/01/2015. Times are LOCAL.
Author skystef
Created by Active Display Lite v1.64.0.30

Code   CallSign Reg      ICAO FAlt  LAlt  Date/Time (dd/mm/yyyy)
500077 T7MND    T7-MND   C525 675   17950 17/01/2015 18:25:38
7582F9 PAL721   RP-C3438 A343 28800 33000 17/01/2015 18:25:40
4067F0 TOM18A   G-TAWM   B738 37975 34200 17/01/2015 18:26:16
4BD142 CAI621   TC-TJB   B733 3950  125   17/01/2015 18:26:31
8960D5 UAE163   A6-EBN   B77W 36000 36000 17/01/2015 18:26:50
4400C3 AUA455W  OE-LDC   A319 36000 36025 17/01/2015 18:27:03
400C4A -------- G-EZIH   A319 33125 30875 17/01/2015 18:27:10
AA7D2B SOO275   N775SA   B77L 35000 35000 17/01/2015 18:27:13
4008AD BAW399   G-EUPN   A319 350   22000 17/01/2015 18:27:21
3C658B DLH1JW   D-AILK   A319 37000 38975 17/01/2015 18:27:39
400936 BAW414   G-EUOA   A319 19000 6175  17/01/2015 18:27:54
4CA4F2 RYR379Z  EI-DPN   B738 30250 14050 17/01/2015 18:28:00
461F38 FIN50X   OH-LVK   A319 38025 36650 17/01/2015 18:28:33
4CA1B2 RYR79CX  EI-DAC   B738 40000 38350 17/01/2015 18:28:43
406A02 BAW856   G-EUYS   A320 28700 36950 17/01/2015 18:28:59
4CA8EA RYR9204  EI-ENY   B738 38000 39000 17/01/2015 18:29:11
47340F WZZ4BY   HA-LPO   A320 35975 35975 17/01/2015 18:29:25
45D968 VKG1742  OY-VKH   A333 40000 40000 17/01/2015 18:29:25
89630E UAE25    A6-ENL   B77W 38000 38000 17/01/2015 18:29:42
3D4413 DEYAL    D-EYAL   C182 2000  1700  17/01/2015 18:29:51
4840D6 KLM1732  PH-KZD   F70  300   14000 17/01/2015 18:30:04
44D1A8 OOTMH    OO-TMH   P28A 500   1000  17/01/2015 18:30:05
400D30 -------- G-VWKD   A346 36900 36500 17/01/2015 18:30:53
4CAA5E RYR8042  EI-EVZ   B738 16600 23325 17/01/2015 18:30:55
400879 BAW978   G-EUPJ   A319 36600 37000 17/01/2015 18:31:00
406ADE TCX32TK  G-TCDE   A321 35025 35025 17/01/2015 18:31:01
7608EC PIA785   AP-BGL   B772 38000 38000 17/01/2015 18:31:05
3C49EB CFG1DA   D-ABOK   B753 36000 37000 17/01/2015 18:31:09
3C48C6 BER307K  D-ABFF   A320 38050 39000 17/01/2015 18:31:11
4CA85C AZA165   EI-EIB   A320 300   21400 17/01/2015 18:31:20
406814 VIR301   G-VGEM   A333 38000 38000 17/01/2015 18:31:20
4CA1B9 RYR82DL  EI-DAH   B738 38000 38000 17/01/2015 18:31:35
4786DD -------- LN-NOT   B738 37000 37000 17/01/2015 18:32:15
40054F BAW677   G-BNWX   B763 36000 36000 17/01/2015 18:32:22
4CA244 RYR22TH  EI-DCN   B738 38000 38000 17/01/2015 18:32:31
4BA9AC THY5LK   TC-JML   A321 9975  23275 17/01/2015 18:32:35
4CA292 EIN4325  EI-DEL   A320 36000 36025 17/01/2015 18:32:48
484C50 KLM1416  PH-EZL   E190 30000 21975 17/01/2015 18:33:09
484F17 KLM12H   PH-BGX   B737 32725 27175 17/01/2015 18:34:07
445566 -------- -------- ---- ----- ----- 17/01/2015 18:34:32
45AC2C SAS506   OY-KAL   A320 39000 39025 17/01/2015 18:34:45
343348 AEA1094  EC-KYP   E190 11375 20850 17/01/2015 18:35:04
400965 BAW167   G-MEDG   A321 27550 31000 17/01/2015 18:35:14
70C0C4 OMA131   A4O-DH   A333 30925 29150 17/01/2015 18:35:17
71BC23 AAR521   HL7423   B744 37975 37975 17/01/2015 18:36:28
45AA85 JTG422   OY-JTE   B733 36000 35975 17/01/2015 18:36:42
4BAAC4 THY5RM   TC-JVD   B738 30125 34500 17/01/2015 18:36:47
4B1A36 EZS42JX  HB-JYC   A319 38000 37975 17/01/2015 18:37:01
440669 AUA417C  OE-LBM   A320 30550 29300 17/01/2015 18:37:28
896215 UAE19    A6-EGT   B77W 36000 36000 17/01/2015 18:37:51
4CA7E1 AZA132   EI-DTJ   A320 32025 31525 17/01/2015 18:38:04
4CA75E -------- EI-EFC   B738 38000 38000 17/01/2015 18:38:24
424563 -------- VQ-BRH   B748 11425 15825 17/01/2015 18:38:28
4B160B SWR33A   HB-IJB   A320 31425 32075 17/01/2015 18:38:52
7608EB -------- AP-BGK   B772 ----- ----- 17/01/2015 18:39:09
44A839 -------- OO-JAY   B738 19525 19400 17/01/2015 18:39:13
4CA7E1 AZA132   EI-DTJ   A320 29525 6875  17/01/2015 18:40:56
4400C3 AUA455W  OE-LDC   A319 36025 31950 17/01/2015 18:40:56
424563 ABW604   VQ-BRH   B748 21425 34975 17/01/2015 18:40:56
3C48C6 BER307K  D-ABFF   A320 39050 39025 17/01/2015 18:40:56
4CA244 RYR22TH  EI-DCN   B738 38000 28475 17/01/2015 18:40:56
3C49EB CFG1DA   D-ABOK   B753 37000 37000 17/01/2015 18:40:57
40054F BAW677   G-BNWX   B763 36025 33450 17/01/2015 18:40:57
461F96 FIN62B   OH-LZA   A321 36375 36975 17/01/2015 18:40:57
44A839 JAF5PM   OO-JAY   B738 15550 0     17/01/2015 18:40:57
4840D6 KLM1732  PH-KZD   F70  14000 6750  17/01/2015 18:40:58
406814 VIR301   G-VGEM   A333 38000 32125 17/01/2015 18:40:58
AA7D2B SOO275   N775SA   B77L 35000 35000 17/01/2015 18:40:58
4CA292 EIN4325  EI-DEL   A320 36000 35975 17/01/2015 18:40:58
4BAAC4 THY5RM   TC-JVD   B738 36075 36975 17/01/2015 18:40:58
896215 UAE19    A6-EGT   B77W 36000 36000 17/01/2015 18:40:58
4CA75E RYR61XE  EI-EFC   B738 38000 38000 17/01/2015 18:40:59
45AA85 JTG422   OY-JTE   B733 36000 36000 17/01/2015 18:40:59
484F17 KLM12H   PH-BGX   B737 25825 8675  17/01/2015 18:40:59
4067F0 TOM18A   G-TAWM   B738 32200 26250 17/01/2015 18:40:59
7608EB PIA758   AP-BGK   B772 34525 37000 17/01/2015 18:40:59
400879 BAW978   G-EUPJ   A319 37025 37000 17/01/2015 18:41:00
7608EC PIA785   AP-BGL   B772 38000 36125 17/01/2015 18:41:00
405456 BAW955L  G-EUUV   A320 37975 32975 17/01/2015 18:41:00
4CA1B2 RYR79CX  EI-DAC   B738 35925 27075 17/01/2015 18:41:00
8960DA UAE37    A6-EBS   B77W 36000 36000 17/01/2015 18:41:00
4CA1B9 RYR82DL  EI-DAH   B738 38000 38000 17/01/2015 18:41:01
406A02 BAW856   G-EUYS   A320 37000 37000 17/01/2015 18:41:01
3C658B DLH1JW   D-AILK   A319 38975 30550 17/01/2015 18:41:01
47878D NAX6HE   LN-DYX   B738 38000 38000 17/01/2015 18:41:01
501D1D CTN493   9A-CTH   A319 39025 39000 17/01/2015 18:41:02
484ACC -------- PH-EZB   E190 8950  8125  17/01/2015 18:41:02
4CA8EA RYR9204  EI-ENY   B738 39000 39000 17/01/2015 18:41:02
45D968 VKG1742  OY-VKH   A333 40000 40000 17/01/2015 18:41:02
400936 BAW414   G-EUOA   A319 4825  4150  17/01/2015 18:41:03
3D4413 DEYAL    D-EYAL   C182 1100  300   17/01/2015 18:41:03
4B160B SWR33A   HB-IJB   A320 33550 36950 17/01/2015 18:41:03
400965 BAW167   G-MEDG   A321 31000 30950 17/01/2015 18:41:04
343348 AEA1094  EC-KYP   E190 23525 37000 17/01/2015 18:41:04
8960D5 UAE163   A6-EBN   B77W 36000 36000 17/01/2015 18:41:04
44D1A8 OOTMH    OO-TMH   P28A 1500  200   17/01/2015 18:41:05
867FC6 ANA205   JA734A   B77W 29450 29125 17/01/2015 18:41:05
4CA4F2 RYR379Z  EI-DPN   B738 12000 6300  17/01/2015 18:41:06
89630E UAE25    A6-ENL   B77W 38000 38000 17/01/2015 18:41:06
45AC2C SAS506   OY-KAL   A320 38975 39050 17/01/2015 18:41:08
47340F WZZ4BY   HA-LPO   A320 36025 36000 17/01/2015 18:41:08
45D967 VKG2832  OY-VKG   A333 40975 40975 17/01/2015 18:41:09
4CAA76 -------- EI-RDJ   E170 ----- ----- 17/01/2015 18:41:10
71BC23 AAR521   HL7423   B744 38000 33650 17/01/2015 18:41:10
478354 SAS7410  LN-RCN   B738 37000 37000 17/01/2015 18:41:11
484C50 KLM1416  PH-EZL   E190 19275 7750  17/01/2015 18:41:11
461F38 FIN50X   OH-LVK   A319 29975 30000 17/01/2015 18:41:12
406ADE TCX32TK  G-TCDE   A321 35000 35000 17/01/2015 18:41:14
48416F KLM1746  PH-KZM   F70  22000 8575  17/01/2015 18:41:19
4BA9AC THY5LK   TC-JML   A321 26100 29400 17/01/2015 18:41:24
4AC8D9 BLX252   SE-RFY   B738 36000 37000 17/01/2015 18:41:34
48507F -------- PH-EXA   E190 15075 14750 17/01/2015 18:42:01
3C492E DLH5A    D-ABIN   B735 13975 29000 17/01/2015 18:43:20
3C6615 GWI5135  D-AIPU   A320 35975 24175 17/01/2015 18:44:09
4CA622 RYR22BX  EI-DWV   B738 29000 37000 17/01/2015 18:44:13
4841B4 JNL424   PH-VBG   F2TH 13950 4850  17/01/2015 18:44:23
45D964 VKG2758  OY-VKD   A321 34000 34975 17/01/2015 18:44:27
3991E6 -------- F-HEPG   A320 30525 34225 17/01/2015 18:45:06
484558 KLM1694  PH-BGA   B738 27550 9350  17/01/2015 18:45:08
89505B RBA98    V8-DLD   B788 33200 38975 17/01/2015 18:45:38
4CA258 RYR88VH  EI-DHC   B738 37000 37000 17/01/2015 18:45:54
44E22A TEST1234 OO-XQJ   ---- ----- ----- 17/01/2015 18:46:02
400B83 BAW2648  G-DBCE   A319 29200 36950 17/01/2015 18:46:27
45AA95 JTG712   OY-JTU   B737 40000 41000 17/01/2015 18:46:44
400804 BAW967   G-EUPD   A319 38025 29075 17/01/2015 18:47:06
4CA2D6 RYR32RW  EI-DLJ   B738 33250 37000 17/01/2015 18:48:31
400AFF -------- G-EUXG   A321 ----- ----- 17/01/2015 18:49:34
502C7E BTI62D   YL-BAY   DH8D 14600 23000 17/01/2015 18:49:41
4008B4 -------- G-EUPT   A319 36975 36975 17/01/2015 18:49:41
A37249 N321CR   N321CR   PA46 23100 500   17/01/2015 18:50:24
400755 TOM6AP   G-BYAY   B752 38000 38025 17/01/2015 18:50:27
451E8B LZB852   LZ-FBA   A319 34050 39000 17/01/2015 18:50:27
406532 BAW559   G-EUYM   A320 38000 37975 17/01/2015 18:50:32
780A66 CPA238   B-KQR    B77W 31000 31000 17/01/2015 18:51:43
8005B9 VTBRS    VT-BRS   GLF5 36400 41000 17/01/2015 18:52:08
3C5EF3 GWI563   D-AGWS   A319 36000 35725 17/01/2015 18:52:58
4BAAC2 THY1UH   TC-JVB   B738 39000 39000 17/01/2015 18:52:59
400CEB BAW819   G-EUXI   A321 38025 30200 17/01/2015 18:53:13
4CA7B4 RYR77YT  EI-EFY   B738 36000 36000 17/01/2015 18:53:39
400A66 BAW155   G-MEDJ   A321 27350 32975 17/01/2015 18:54:03
4CA643 RYR63PB  EI-DYA   B738 38000 38000 17/01/2015 18:54:11
405D12 EZY91VU  G-EZDY   A319 33025 31975 17/01/2015 18:54:38
44CE71 BEL9TX   OO-SSQ   A319 625   33000 17/01/2015 18:55:24
AE117C RCH969   02-1110  C17  27300 30000 17/01/2015 18:55:33
4CA4F0 RYR76WQ  EI-DPL   B738 38000 38000 17/01/2015 18:55:34
3C618B TUI1YP   D-AHLK   B738 36000 37000 17/01/2015 18:56:11
502C44 -------- YL-BBN   B735 35650 35650 17/01/2015 18:56:57
4CA6A3 RYR6099  EI-DYN   B738 34000 2825  17/01/2015 18:57:11
4CA56A RYR16AG  EI-DWE   B738 38000 38000 17/01/2015 18:57:30
4B178B SWR734   HB-IXV   RJ1H 26000 7375  17/01/2015 18:57:33
406B41 MON2609  G-ZBAL   A321 37975 32400 17/01/2015 18:57:40
4062A3 TOM1EY   G-OOBP   B752 38000 38025 17/01/2015 18:57:50
896197 -------- A6-EEX   A388 ----- ----- 17/01/2015 18:59:21
3C674D DLH2AF   D-AIZM   A320 37000 37000 17/01/2015 18:59:37
3946E1 AFR187B  F-GRXB   A319 28000 7000  17/01/2015 18:59:47
601847 TUA428   EZ-A012  B752 35000 35000 17/01/2015 19:00:04
4B18F1 SWR76T   HB-JLP   A320 10425 0     17/01/2015 19:00:10
44CDC1 BEL3291  OO-SNA   A320 500   20750 17/01/2015 19:00:57
4008B3 BAW956M  G-EUPS   A319 32450 37000 17/01/2015 19:01:17
484FDF -------- PH-BCE   B738 17825 16200 17/01/2015 19:01:20
4CA803 RYR802M  EI-EKE   B738 8625  34100 17/01/2015 19:01:22
A7B433 FDX32    N596FE   MD11 35025 17750 17/01/2015 19:01:42
342118 AEA1506  EC-JBJ   B738 38975 39000 17/01/2015 19:01:47
45AC4B SAS2838  OY-KBK   A321 36025 36975 17/01/2015 19:02:20
4CA6A5 RYR82MX  EI-DYP   B738 37000 37000 17/01/2015 19:02:41
4CA25A RYR2369  EI-DHE   B738 38000 23275 17/01/2015 19:02:49
4CA768 RYR62FZ  EI-EFM   B738 36000 24675 17/01/2015 19:03:00
8960EB UAE9     A6-EDJ   A388 40000 35650 17/01/2015 19:03:00
400803 BAW932   G-EUPC   A319 33000 14700 17/01/2015 19:03:26
343543 AEA1174  EC-LFZ   E190 1800  12850 17/01/2015 19:03:28
4CA88E RYR97JV  EI-ENB   B738 37000 37000 17/01/2015 19:03:38
4066CE TOM4YW   G-TAWG   B738 36000 36000 17/01/2015 19:04:07
4CA761 RYR87NR  EI-EFF   B738 38000 38000 17/01/2015 19:04:27
72866B IAW253   YI-ASK   B738 35975 33225 17/01/2015 19:04:45
40090D TOM9KJ   G-OOBA   B752 38000 37000 17/01/2015 19:06:12
4B18F3 SWR35X   HB-JLR   A320 34575 33375 17/01/2015 19:07:09
440794 SPG024   OE-GEC   LJ45 475   24850 17/01/2015 19:07:22
4CA891 RYR49BZ  EI-ENE   B738 32300 37000 17/01/2015 19:07:33
47831F SAS810   LN-RPX   B736 41000 41000 17/01/2015 19:08:23
44B587 OOMLG    OO-MLG   C56X 24000 400   17/01/2015 19:08:37
406769 BEE9902  G-FBJG   E170 34000 34000 17/01/2015 19:08:40
4CA7AC RYR550A  EI-EFW   B738 38000 26575 17/01/2015 19:08:48
4CA703 RYR3472  EI-EBF   B738 35000 37000 17/01/2015 19:09:17
40697B BAW884   G-EUYP   A320 30150 37000 17/01/2015 19:10:08
4CA2D5 RYR173R  EI-DLI   B738 26075 35150 17/01/2015 19:10:15
4066F7 -------- G-GDFH   B733 34000 34000 17/01/2015 19:10:31
4CA301 RYR18LY  EI-DLV   B738 37000 37000 17/01/2015 19:10:32
86D646 JAL415   JA826J   B788 40000 26425 17/01/2015 19:10:39
400685 BAW104   G-VIIM   B772 40000 34100 17/01/2015 19:12:11
3944EE AFR1144  F-GRHO   A319 32750 36200 17/01/2015 19:12:43
3991E1 AFR1684  F-HEPB   A320 32000 7100  17/01/2015 19:13:33
4CA9D2 RYR89QH  EI-EVJ   B738 37000 37000 17/01/2015 19:13:36
3C4DCF -------- D-ACNO   CRJ9 24700 30275 17/01/2015 19:13:53
406905 -------- G-POWI   A320 ----- ----- 17/01/2015 19:13:56
342090 IBE32CR  EC-ILR   A320 800   25450 17/01/2015 19:13:56
76CEF7 SIA318   9V-SWW   B77W 38000 34350 17/01/2015 19:13:57
3C4E13 DLH5YV   D-ACPS   CRJ7 5175  275   17/01/2015 19:14:28
4AC890 NVR142   SE-RDP   A321 33975 35000 17/01/2015 19:14:51
400A32 EXS840   G-CELZ   B733 34000 34000 17/01/2015 19:14:58
344455 IBS3621  EC-LVQ   A320 26700 38550 17/01/2015 19:14:59
4CA567 RYR94MW  EI-DWB   B738 40000 25925 17/01/2015 19:15:16
461F2E FIN818N  OH-LVA   A319 425   39000 17/01/2015 19:15:24
4CA740 RYR6055  EI-EBY   B738 14250 20975 17/01/2015 19:17:14
45D067 VKG7846  OY-TCG   A321 36075 37025 17/01/2015 19:17:53
495204 TAP652   CS-TPD   F100 33100 8325  17/01/2015 19:18:52
88003A -------- HS-TGY   B744 38000 31700 17/01/2015 19:18:55
394C09 -------- F-GTAJ   A321 29725 27800 17/01/2015 19:19:29
4CA80E RYR628Q  EI-EKN   B738 38000 28725 17/01/2015 19:19:32
44A82F JAF394   OO-JAO   B737 6025  175   17/01/2015 19:19:38
484339 KZR942   P4-FAS   B752 35000 35000 17/01/2015 19:20:40
4CA280 EIN687   EI-DEJ   A320 36025 36025 17/01/2015 19:21:44
71C251 KAL503   HL8251   B77L 36000 34850 17/01/2015 19:22:29
4CA853 RYR53NY  EI-EMK   B738 28625 37000 17/01/2015 19:22:44
48AD09 LOT234   SP-LIK   E170 350   23275 17/01/2015 19:23:10
47A7A8 NAX5VA   LN-NGK   B738 37975 38975 17/01/2015 19:23:32
3C6746 DLH3XL   D-AIZF   A320 37975 37925 17/01/2015 19:24:02
471F4B WZZ303   HA-LWD   A320 22000 13325 17/01/2015 19:24:27
40628F -------- G-COBM   B350 27975 27975 17/01/2015 19:24:37
44CE65 BEL4GV   OO-SSE   A319 450   21800 17/01/2015 19:25:22
3C674F DLH1TR   D-AIZO   A320 34975 26150 17/01/2015 19:25:46
3950CC AFR1006  F-GUGM   A318 27000 25075 17/01/2015 19:26:11
4CA6FE RYR40UR  EI-EBA   B738 34150 39000 17/01/2015 19:26:49
3C6449 DLH2W    D-AIBI   A319 700   22975 17/01/2015 19:26:52
4841D9 TRA6005  PH-XRX   B737 13025 34550 17/01/2015 19:27:21
773700 ALK503   4R-ALC   A332 39975 33125 17/01/2015 19:27:25
4CA257 RYR4197  EI-DHB   B738 38000 26375 17/01/2015 19:27:45
4CA61C RYR18PA  EI-DWO   B738 41000 19850 17/01/2015 19:28:10
76CCCE SQC7394  9V-SFN   B744 38000 35100 17/01/2015 19:28:12
4CA76F EIN4327  EI-EDP   A320 36050 36000 17/01/2015 19:28:17
86831E JAL46    JA742J   B77W 33000 32975 17/01/2015 19:28:34
4951D2 TAP621   CS-TNR   A320 725   6750  17/01/2015 19:28:34
4B1A35 EZS12HR  HB-JYB   A319 38000 7700  17/01/2015 19:29:00
4B161B SWR30H   HB-IJR   A320 36925 36275 17/01/2015 19:29:06
406668 EZY32PX  G-EZUN   A320 32000 23850 17/01/2015 19:30:12
478396 SAS528   LN-RRO   B736 41000 41000 17/01/2015 19:30:30
3C4866 BER751Y  D-ABCF   A321 35000 35025 17/01/2015 19:30:31
3C6442 DLH8WY   D-AIBB   A319 32800 39000 17/01/2015 19:30:39
44D068 TCW6577  OO-TCH   A320 8000  200   17/01/2015 19:30:46
398564 AFR1274  F-HBLE   E190 34425 37000 17/01/2015 19:31:05
4CA802 RYR910L  EI-EKD   B738 36000 37000 17/01/2015 19:31:20
48ADA2 LOT280   SP-LNC   E190 33925 39000 17/01/2015 19:32:19
4008F2 BAW5DL   G-EUPY   A319 26275 29600 17/01/2015 19:32:39
4A925A -------- SE-DRZ   C500 26975 30950 17/01/2015 19:32:46
780274 CCA855   B-6073   A332 38000 33925 17/01/2015 19:33:03
3C5448 DLH4NF   D-AEBH   E190 35000 35000 17/01/2015 19:33:11
400982 BAW41HA  G-EUUG   A320 9675  24000 17/01/2015 19:33:11
3C66A9 DLH947   D-AIUI   A320 39025 36175 17/01/2015 19:33:35
3C658E DLH981   D-AILN   A319 39000 24925 17/01/2015 19:33:47
400D89 BAW234   G-MEDL   A321 38000 29100 17/01/2015 19:34:01
461F9C FIN2HW   OH-LZG   A321 34025 35000 17/01/2015 19:34:18
71BF00 -------- HL7700   B772 32000 32325 17/01/2015 19:34:32
4067F8 TOM052   G-TUID   B788 27825 39000 17/01/2015 19:34:47
461F63 FIN5PA   OH-LXB   A320 31000 31000 17/01/2015 19:35:16
40665F TOM33T   G-TAWB   B738 37975 38000 17/01/2015 19:35:16
4CA814 RYR99QV  EI-EKV   B738 37000 37000 17/01/2015 19:36:07
471F5C WZZ293   HA-LWU   A320 38000 26525 17/01/2015 19:36:13
4D201D -------- 9H-AEG   A319 38000 38000 17/01/2015 19:36:17
800739 AIC111   VT-ANS   B788 40000 35250 17/01/2015 19:36:55
8005EB AIC113   VT-ANA   B788 39975 37625 17/01/2015 19:37:00
400936 BAW415   G-EUOA   A319 6775  24000 17/01/2015 19:37:56
461F9B FIN874P  OH-LZF   A321 35925 39025 17/01/2015 19:38:46
4CA7FE RYR6571  EI-EKA   B738 37000 37000 17/01/2015 19:38:56
4248E3 ABW626   VQ-BIA   B744 10100 36975 17/01/2015 19:39:04
344416 IBS36AF  EC-LUS   A320 38875 38975 17/01/2015 19:39:59
4067F1 TOM65K   G-TAWN   B738 36000 36000 17/01/2015 19:40:02
4009BC -------- G-CELV   B733 ----- ----- 17/01/2015 19:40:45
4AC88E NVR180   SE-RDN   A321 34000 34975 17/01/2015 19:40:54
4CA2BF RYR75YK  EI-DLB   B738 32225 37000 17/01/2015 19:42:27
4CA263 RYR714B  EI-DHG   B738 38000 25700 17/01/2015 19:42:33
44C1E7 G11      G11      EXPL 400   900   17/01/2015 19:42:40
44A8A2 JAF4HJ   OO-JEB   E190 17875 175   17/01/2015 19:42:50
4CA8E5 RYR3634  EI-ENS   B738 33500 32700 17/01/2015 19:43:52
405EE1 BAW784F  G-EUYD   A320 33625 36975 17/01/2015 19:44:05
3C66A2 DLH1H    D-AIUB   A320 27525 26975 17/01/2015 19:44:13
780A89 CPA250   B-KQU    B77W 31000 31000 17/01/2015 19:44:30
4CA61E RYR63CJ  EI-DWR   B738 31900 39000 17/01/2015 19:44:49
3C6589 DLH6H    D-AILI   A319 32975 25100 17/01/2015 19:44:56
4CA8E7 RYR34AR  EI-ENV   B738 27800 39000 17/01/2015 19:46:18
4B1A38 -------- HB-JYE   A320 ----- ----- 17/01/2015 19:46:32
47A776 NAX5367  LN-NGL   B738 36875 37000 17/01/2015 19:46:44
400834 BAW972   G-MIDX   A320 39000 38950 17/01/2015 19:46:44
42406C VPBVG    VP-BVG   GLEX 28375 30975 17/01/2015 19:48:07
47340B WZZ7WR   HA-LPK   A320 36025 25575 17/01/2015 19:48:22
44A8AD JAF5PX   OO-JEM   E190 8650  4550  17/01/2015 19:48:24
4067F3 TOM4PX   G-TAWP   B738 36000 36000 17/01/2015 19:48:37
405455 -------- G-EUUU   A320 36525 35100 17/01/2015 19:48:47
8990D2 EVA67    B-16702  B77W 36000 34375 17/01/2015 19:49:09
4D0111 CLX775   LX-VCH   B748 37000 18350 17/01/2015 19:49:31
4067F2 -------- G-TAWO   B738 38000 36000 17/01/2015 19:49:46
4009DD TOM8CV   G-OOBC   B752 37000 37000 17/01/2015 19:50:18
471F53 WZZ8TV   HA-LWL   A320 36000 34325 17/01/2015 19:50:29
3C5EE7 -------- D-AGWG   A319 ----- ----- 17/01/2015 19:50:40
ABC1DA FDX5011  N857FD   B77L 24000 24000 17/01/2015 19:50:41
471F5B WZZ902   HA-LWT   A320 34050 39000 17/01/2015 19:50:45
78048E CCA938   B-6131   A332 34050 37000 17/01/2015 19:51:42
3986E5 AFR1746  F-HBXF   E170 35800 36000 17/01/2015 19:52:33
471F80 WZZ523   HA-LYE   A320 27950 25275 17/01/2015 19:52:37
394C0B AFR124N  F-GTAL   A321 34925 36075 17/01/2015 19:52:45
4CA75D RYR696F  EI-EFB   B738 40000 40000 17/01/2015 19:52:53
4787AF SAS1584  LN-RGA   B738 38000 39000 17/01/2015 19:53:28
40615B -------- G-EUYF   A320 36100 35900 17/01/2015 19:53:41
760917 PIA701   AP-BHW   B77W 38000 38000 17/01/2015 19:53:53
406A62 EXS2108  G-GDFX   B738 38000 38000 17/01/2015 19:54:44
4CA9C4 RYR9629  EI-EVD   B738 36000 36000 17/01/2015 19:55:44
40697C BAW870   G-EUYR   A320 29650 34975 17/01/2015 19:56:01
3C70C2 GEC8164  D-ALFB   B77L 32000 31975 17/01/2015 19:56:28
4AC88F NVR164   SE-RDO   A321 34025 34950 17/01/2015 19:56:32
4CA8D7 RYR97H   EI-ENL   B738 21175 300   17/01/2015 19:56:57
4CA707 RYR66ZD  EI-EBK   B738 8500  24150 17/01/2015 19:57:15
4403A9 OEFMZ    OE-FMZ   C510 35000 35000 17/01/2015 19:57:19
8960E7 UAE5     A6-EDF   A388 38000 34525 17/01/2015 19:57:53
400C75 MON4665  G-MRJK   A320 38025 38000 17/01/2015 19:57:58
4CA4F2 RYR789M  EI-DPN   B738 5150  32525 17/01/2015 19:58:05
449DAA OOGMJ    OO-GMJ   B350 15325 275   17/01/2015 19:58:06
4009C5 BAW442   G-EUUH   A320 18775 15275 17/01/2015 19:58:08
461F9E FIN9KC   OH-LZI   A321 36000 37025 17/01/2015 19:58:41
4CA9D0 RYR61UQ  EI-EVH   B738 36000 7950  17/01/2015 19:59:13
471F5F WZZ489   HA-LWX   A320 39050 37025 17/01/2015 19:59:19
4BD142 CAI622   TC-TJB   B733 425   22350 17/01/2015 19:59:24
48AD08 -------- SP-LII   E170 13400 23500 17/01/2015 20:00:27
4B18F1 SWR789   HB-JLP   A320 500   20100 17/01/2015 20:01:11
4CA706 RYR5179  EI-EBI   B738 38700 32025 17/01/2015 20:01:20
44D98C VLM593F  OO-VLL   F50  14000 300   17/01/2015 20:01:24
406674 BAW404R  G-EUYN   A320 17000 200   17/01/2015 20:01:45
45C266 PRI788   OY-PSF   B737 39975 41000 17/01/2015 20:01:48
400AF9 EZY23PE  G-EZMH   A319 38000 38000 17/01/2015 20:02:24
4CA764 RYR378C  EI-EFI   B738 14375 400   17/01/2015 20:03:13
405B6A -------- G-EZDR   A319 38025 38000 17/01/2015 20:03:46
780970 CCA934   B-2036   B77W 31000 31000 17/01/2015 20:04:22
3946EA AFR740E  F-GRXK   A319 31375 29350 17/01/2015 20:04:41
484108 MPH1161  PH-MCW   MD11 8475  21075 17/01/2015 20:04:45
3C4E13 DLH2CN   D-ACPS   CRJ7 0     30400 17/01/2015 20:04:45
4CA27A RYR8544  EI-DHN   B738 32600 37000 17/01/2015 20:05:17
4B1691 SWR327   HB-IOF   A321 34475 37025 17/01/2015 20:07:18
4951D8 TAP579W  CS-TNX   A320 36975 36975 17/01/2015 20:07:20
40083B BAW988G  G-EUPE   A319 34100 39000 17/01/2015 20:07:23
4891A1 ENT132P  SP-ENB   B734 35950 35975 17/01/2015 20:09:05
400CD7 EZY65LA  G-EZIX   A319 30550 30225 17/01/2015 20:09:09
400966 -------- G-MEDF   A321 38000 38000 17/01/2015 20:10:03
394C04 AFR1051  F-GTAE   A321 38050 27450 17/01/2015 20:10:29
3C6618 GWI5055  D-AIPX   A320 36000 34975 17/01/2015 20:11:18
471F50 WZZ6KN   HA-LWI   A320 36025 22425 17/01/2015 20:11:50
3C4897 BER615Q  D-ABDW   A320 35975 25550 17/01/2015 20:11:51
60084E AHY007   4K-AZ78  A320 34050 29075 17/01/2015 20:12:30
06A026 QTR015   A7-CJA   A319 37975 38000 17/01/2015 20:12:35
478353 SAS7318  LN-RPR   B738 35975 36975 17/01/2015 20:13:22
471EA6 WZZ34E   HA-LPU   A320 36000 27000 17/01/2015 20:13:35
48455A KLM58V   PH-BGC   B738 40000 7550  17/01/2015 20:13:36
3C5430 BCS776   D-AEAP   A306 23025 22375 17/01/2015 20:13:39
400AF8 EZY87XP  G-EZDC   A319 19225 12950 17/01/2015 20:13:57
47947C NAX53C   LN-NIH   B738 38975 39000 17/01/2015 20:14:11
040047 ETH705   ET-AOQ   B788 175   15950 17/01/2015 20:16:09
471F82 WZZ9     HA-LYG   A320 36025 26625 17/01/2015 20:16:09
4009F9 -------- G-MIDO   A320 36225 36225 17/01/2015 20:16:14
