SBS-1 Log from KAMPENHOUT for 17/01/2015. Times are LOCAL.
Author skystef
Created by Active Display Lite v1.64.0.30

Code   CallSign Reg      ICAO FAlt  LAlt  Date/Time (dd/mm/yyyy)
3C6671 DLH03Y   D-AISQ   A321 37000 37000 17/01/2015 09:58:24
484C2C PHENP    PH-ENP   C06T 3100  29500 17/01/2015 09:58:43
501D1D CTN82R   9A-CTH   A319 38000 33625 17/01/2015 09:58:49
400AD2 -------- G-JEDV   DH8D 17725 16750 17/01/2015 09:59:00
461F9C FIN28W   OH-LZG   A321 34025 35000 17/01/2015 09:59:05
44CE07 OOSPG    OO-SPG   PA18 1300  1300  17/01/2015 09:59:15
405EF4 BEL2WB   G-ECOK   DH8D 625   19200 17/01/2015 09:59:18
484F01 TFL439   PH-TFD   B738 9100  32975 17/01/2015 09:59:21
484C50 KLM1545  PH-EZL   E190 15775 30000 17/01/2015 09:59:21
471EAB WZZ1008  HA-LPZ   A320 34525 37000 17/01/2015 09:59:32
3C6585 DLH4ER   D-AILE   A319 15500 0     17/01/2015 09:59:57
484B90 KLM57C   PH-BGI   B737 11075 39000 17/01/2015 10:00:21
49D2D0 CSA631   OK-GFR   AT75 550   18100 17/01/2015 10:00:59
484F16 -------- PH-BGW   B737 17825 23225 17/01/2015 10:01:23
40612C EZY98MF  G-EZFJ   A319 32600 37050 17/01/2015 10:02:13
4CA719 AZA120   EI-DSW   A320 29525 7000  17/01/2015 10:02:14
4492E2 BEL7MR   OO-DWB   RJ1H 450   20375 17/01/2015 10:02:27
473411 WZZ9ZT   HA-LPR   A320 34100 35000 17/01/2015 10:02:55
484163 KLM89S   PH-BXK   B738 15675 34000 17/01/2015 10:02:56
400EFB EZY12JA  G-EZBA   A319 10150 39000 17/01/2015 10:03:49
4BAA65 THY1BN   TC-JSE   A321 36000 35975 17/01/2015 10:03:59
400982 -------- G-EUUG   A320 ----- ----- 17/01/2015 10:04:38
3C662C GWI8407  D-AIQL   A320 34000 34225 17/01/2015 10:05:15
4BA9E4 THY1SX   TC-JOD   A333 40000 35675 17/01/2015 10:05:28
484C53 -------- PH-EZO   E190 14725 29000 17/01/2015 10:05:33
484C24 KLM1985  PH-EZH   E190 11125 35525 17/01/2015 10:05:49
AB2C0C DAL446   N819NW   A333 13975 22875 17/01/2015 10:05:57
44CE66 BEL2AH   OO-SSF   A319 725   24000 17/01/2015 10:06:00
4010F9 AWC188Y  G-POWC   B733 32825 37000 17/01/2015 10:06:08
4CA849 RYR23TM  EI-EMA   B738 23000 2775  17/01/2015 10:06:29
5082F1 WRC7501  UR-WRQ   A332 36000 36000 17/01/2015 10:06:39
4CAA63 AZA156   EI-RDI   E170 14350 175   17/01/2015 10:06:47
C023AE ACA844   C-FNNH   B77L 39000 28525 17/01/2015 10:06:51
4CA96E RYR13JP  EI-ESO   B738 34750 37000 17/01/2015 10:07:02
3C4AD4 -------- D-ABVT   B744 38000 37975 17/01/2015 10:07:15
44CE71 BEL1TX   OO-SSQ   A319 425   31925 17/01/2015 10:07:21
406444 EZY16DJ  G-EZGG   A319 12100 31275 17/01/2015 10:07:51
AB649A DAL87    N833MH   B764 30000 30000 17/01/2015 10:08:05
44CDC4 BEL1GP   OO-SND   A320 200   21800 17/01/2015 10:08:38
405A4A BAW68H   G-EUYB   A320 28900 35025 17/01/2015 10:08:53
484ACC KLM1263  PH-EZB   E190 13300 38050 17/01/2015 10:09:14
AB35D3 -------- N821NW   A333 18850 18575 17/01/2015 10:09:31
47A7A8 NAX4ES   LN-NGK   B738 ----- ----- 17/01/2015 10:09:32
44D1B0 OOTMP    OO-TMP   P28A 800   1400  17/01/2015 10:09:58
44CE76 BEL2PV   OO-SSV   A319 625   21000 17/01/2015 10:10:06
3991E0 AFR1241  F-HEPA   A320 9600  26750 17/01/2015 10:10:08
484B02 KLM21U   PH-KZU   F70  12975 16975 17/01/2015 10:10:14
471F7D WZZ7KY   HA-LYB   A320 32925 34975 17/01/2015 10:10:41
3C6DD1 GWI2463  D-AKNQ   A319 33200 37150 17/01/2015 10:10:54
4C01E9 ASL301   YU-APJ   A319 575   33350 17/01/2015 10:10:55
4CA2C1 RYR43ST  EI-DLD   B738 31175 37000 17/01/2015 10:11:33
3C6676 DLH37N   D-AISV   A321 35000 34950 17/01/2015 10:11:46
4D00C9 LGL963Q  LX-LGF   DH8D 21000 19675 17/01/2015 10:11:58
3944EC AFR1944  F-GRHM   A319 34475 35550 17/01/2015 10:12:03
484164 -------- PH-BXL   B738 17050 14650 17/01/2015 10:12:11
484130 KLM1823  PH-BXA   B738 11850 26725 17/01/2015 10:12:18
484CB9 KLM39B   PH-BGT   B737 10575 34150 17/01/2015 10:12:25
48436C KLM598   PH-BQE   B772 31425 8200  17/01/2015 10:12:47
4B17A5 SWR485   HB-IYV   RJ1H 27950 31000 17/01/2015 10:13:49
3C6445 DLH1YC   D-AIBE   A319 38000 38000 17/01/2015 10:13:53
4B16B9 SWR787   HB-IPT   A319 725   18775 17/01/2015 10:14:34
484F80 KLM1641  PH-EZX   E190 11650 34300 17/01/2015 10:15:03
440135 -------- OE-GMM   C680 39000 39000 17/01/2015 10:15:04
3C5444 DLH3WA   D-AEBD   E190 8325  225   17/01/2015 10:15:05
4CA707 RYR40WQ  EI-EBK   B738 33550 37000 17/01/2015 10:15:07
4840E7 KLM1533  PH-KZK   F70  12900 29950 17/01/2015 10:15:08
3C6604 DLH3RJ   D-AIPD   A320 30500 37350 17/01/2015 10:15:41
484FDE KLM17M   PH-BCD   B738 8275  37925 17/01/2015 10:16:07
4CA61F RYR9271  EI-DWS   B738 19000 6650  17/01/2015 10:16:35
400936 BAW416   G-EUOA   A319 33000 17600 17/01/2015 10:16:41
020108 MAC114   CN-NMG   A320 200   10500 17/01/2015 10:16:46
506C17 EAV40D   S5-ADD   CL60 36925 21225 17/01/2015 10:16:54
424943 AFL2452  VQ-BEF   A321 27150 25125 17/01/2015 10:17:11
3C4AA2 -------- D-ABUB   B763 ----- ----- 17/01/2015 10:17:14
4006C0 BAW233   G-VIIN   B772 36350 39000 17/01/2015 10:17:19
4CA6A3 RYR73PG  EI-DYN   B738 39000 39000 17/01/2015 10:17:23
A86AB5 UAL972   N641UA   B763 20000 175   17/01/2015 10:17:28
405A47 BAW430   G-EUUY   A320 18225 14600 17/01/2015 10:18:00
4D0128 CLX660   LX-SCV   B744 20700 27975 17/01/2015 10:18:04
461F35 FIN81N   OH-LVH   A319 33950 0     17/01/2015 10:18:12
484B30 KLM48B   PH-EZC   E190 35075 7750  17/01/2015 10:18:25
3C66A7 DLH22J   D-AIUG   A320 36500 36975 17/01/2015 10:18:30
47A851 NAX2512  LN-NGI   B738 36975 37000 17/01/2015 10:19:00
484175 KLM73H   PH-BFY   B744 11050 26600 17/01/2015 10:19:13
4690E3 AEE2BR   SX-DGC   A320 10300 175   17/01/2015 10:19:25
484CB5 -------- PH-BGN   B737 17650 34925 17/01/2015 10:19:33
484FDF KLM1975  PH-BCE   B738 14000 26600 17/01/2015 10:20:08
484CB4 KLM65L   PH-BCA   B738 10625 36350 17/01/2015 10:20:14
AE057C RCH530   87-0031  C5   31000 25800 17/01/2015 10:20:25
4CA33C RYR78WK  EI-FEG   B738 34050 37000 17/01/2015 10:20:40
4787B3 NAX82YR  LN-NGD   B738 36000 37000 17/01/2015 10:20:56
400879 BAW4TM   G-EUPJ   A319 6075  24000 17/01/2015 10:21:06
4840E2 -------- PH-KZE   F70  13825 24000 17/01/2015 10:21:11
48AD03 LOT236   SP-LID   E170 450   23275 17/01/2015 10:21:22
3C4866 BER884D  D-ABCF   A321 32000 33000 17/01/2015 10:21:41
4CA646 RYR3475  EI-DYD   B738 16400 15000 17/01/2015 10:22:12
406320 -------- G-EZGB   A319 37950 37950 17/01/2015 10:22:15
406752 EZY38XT  G-EZWA   A320 10650 24025 17/01/2015 10:22:34
44CE68 BEL2835  OO-SSH   A319 200   22950 17/01/2015 10:22:44
394A65 BGA113F  F-GSTF   A3ST 29975 29975 17/01/2015 10:22:46
44D1A8 OOTMH    OO-TMH   P28A 400   1900  17/01/2015 10:22:51
3C5EF5 GWI7465  D-AGWU   A319 38050 39000 17/01/2015 10:22:56
3C6746 DLH21M   D-AIZF   A320 29600 26000 17/01/2015 10:22:57
400804 BAW15PZ  G-EUPD   A319 38200 38975 17/01/2015 10:22:58
405D10 EZY32DT  G-EZDW   A319 31475 37025 17/01/2015 10:23:02
42475E TBJ77    VP-CJK   GLEX 31200 41000 17/01/2015 10:23:10
AA8882 UAL932   N778UA   B772 38975 35850 17/01/2015 10:23:21
3C4AA4 -------- D-ABUD   B763 31000 31000 17/01/2015 10:23:48
4B19F1 SWR77V   HB-JVL   E190 9000  35000 17/01/2015 10:24:01
3C496E BER847G  D-ABKN   B738 34000 35000 17/01/2015 10:24:09
4AC953 SAS4683  SE-RJS   B737 38000 39000 17/01/2015 10:24:12
484C25 -------- PH-EZI   E190 21375 26125 17/01/2015 10:24:24
48455C KLM87B   PH-BGE   B737 19000 27250 17/01/2015 10:24:42
3946E4 AFR126B  F-GRXE   A319 34500 35000 17/01/2015 10:24:43
3C660B DLH2PN   D-AIPK   A320 38050 35250 17/01/2015 10:24:58
40622B -------- G-EZTT   A320 ----- ----- 17/01/2015 10:25:38
4841A8 TRA749P  PH-HZX   B738 8150  34825 17/01/2015 10:25:42
400B00 -------- G-EUXH   A321 ----- ----- 17/01/2015 10:25:43
484ACB KLM1869  PH-EZA   E190 9675  27000 17/01/2015 10:25:49
A8167B N620CM   N620CM   C510 375   25475 17/01/2015 10:25:55
484B01 KLM27Y   PH-KZT   F70  17000 16975 17/01/2015 10:25:59
4B16BD SWR104Q  HB-IPX   A319 27575 31000 17/01/2015 10:26:14
484369 KLM758   PH-BQB   B772 13900 13450 17/01/2015 10:26:20
484BD1 -------- PH-EZF   E190 16225 16225 17/01/2015 10:26:38
44A485 OOIDE    OO-IDE   C525 7350  32975 17/01/2015 10:26:43
406321 -------- G-EZGC   A319 38025 38025 17/01/2015 10:27:15
3C49B5 BER966N  D-ABMU   B738 35000 35000 17/01/2015 10:27:50
400AFB BAW992G  G-EUXC   A321 33300 37025 17/01/2015 10:28:01
44C8C6 -------- OO-RFF   R44  800   1100  17/01/2015 10:28:10
4CA8E4 RYR871Q  EI-ENR   B738 10900 1675  17/01/2015 10:28:18
484370 KLM597   PH-BQI   B772 7875  26700 17/01/2015 10:28:24
3C486B BER512M  D-ABCK   A321 33000 32975 17/01/2015 10:28:26
3950C9 -------- F-GUGJ   A318 37100 37125 17/01/2015 10:28:32
4845DD PHVDS    PH-VDS   M20T 10900 8000  17/01/2015 10:28:49
A8E8A0 UAL964   N673UA   B763 36975 26775 17/01/2015 10:28:50
3C5430 BCS768   D-AEAP   A306 34000 29650 17/01/2015 10:29:07
4401F3 AUA352U  OE-LVL   F100 500   18125 17/01/2015 10:29:56
4009DE TOM6HJ   G-OOBD   B752 39000 39000 17/01/2015 10:30:06
4CA1FF RYR24VG  EI-DCF   B738 30500 37000 17/01/2015 10:30:22
49D093 CSA4DZ   OK-NEN   A319 34775 36200 17/01/2015 10:30:30
502C53 BTI6G1   YL-BBM   B735 36000 27800 17/01/2015 10:30:30
44CE64 BEL77B   OO-SSD   A319 11625 0     17/01/2015 10:30:47
3CD194 JEI363   D-CGRC   LJ35 33950 39000 17/01/2015 10:30:53
4951D6 TAP616   CS-TNV   A320 19350 200   17/01/2015 10:31:01
800721 JAI228   VT-JWU   A333 500   15825 17/01/2015 10:31:01
A0F4F6 -------- N16065   B763 12950 12950 17/01/2015 10:31:30
4061B5 -------- G-CPRR   C680 39000 39000 17/01/2015 10:32:22
406A93 -------- G-EZWS   A320 ----- ----- 17/01/2015 10:32:41
44CCD7 BEL501   OO-SFW   A333 175   17625 17/01/2015 10:32:48
48507F KLM1583  PH-EXA   E190 11950 30300 17/01/2015 10:33:04
4008E6 BAW814   G-MIDS   A320 35850 37000 17/01/2015 10:33:14
4CA5E4 STK630F  EI-REM   AT75 18975 16100 17/01/2015 10:33:34
4BA90E THY4ZQ   TC-JHN   B738 37975 38000 17/01/2015 10:33:34
4850E6 KLM531   PH-AKF   A333 15125 25550 17/01/2015 10:33:40
710054 SVA021   HZ-AK12  B77W 32000 32000 17/01/2015 10:33:55
461F96 FIN5NB   OH-LZA   A321 38025 25325 17/01/2015 10:34:00
4008B2 BAW392   G-EUPR   A319 19025 0     17/01/2015 10:34:09
3C4B03 BER7402  D-ABXC   A332 19700 33425 17/01/2015 10:34:10
4400CA AUA366   OE-LVA   F100 16400 27000 17/01/2015 10:34:27
44016B AUA452R  OE-LDG   A319 33600 35050 17/01/2015 10:34:54
44D1A6 OOTMF    OO-TMF   P28A 500   625   17/01/2015 10:35:13
4951CE TAP664   CS-TNN   A320 30075 10000 17/01/2015 10:35:14
4065E0 BEE6BV   G-FBJB   E170 9325  27000 17/01/2015 10:35:26
506C07 ADR377   S5-AAG   CRJ2 1425  23425 17/01/2015 10:35:44
484EE5 TRA5582  PH-HSE   B738 34000 8425  17/01/2015 10:36:19
484410 KLM441   PH-AOB   A332 10800 27150 17/01/2015 10:36:30
400FE0 EZY69PA  G-EZBO   A319 9200  28000 17/01/2015 10:36:43
AAC8A4 UAL976   N794UA   B772 34975 35000 17/01/2015 10:37:09
44CDC7 BEL2TZ   OO-SNG   A320 1100  13225 17/01/2015 10:37:09
48436A KLM591   PH-BQC   B772 8875  27575 17/01/2015 10:37:36
4CA64B RYR89DZ  EI-DYI   B738 38000 24400 17/01/2015 10:37:38
AA6C50 UAL107   N77066   B764 30000 30000 17/01/2015 10:37:39
AC3CDE N888PM   N888PM   GLF4 34000 27575 17/01/2015 10:37:41
478533 NAX2872  LN-DYG   B738 36475 39000 17/01/2015 10:37:54
40097C BAW699   G-EUUA   A320 35950 33050 17/01/2015 10:37:57
3430C3 IBE32GC  EC-KMD   A319 21200 175   17/01/2015 10:38:16
43BE89 AFL2570  VP-BZQ   A320 36025 34600 17/01/2015 10:38:25
45ACC9 SAS594   OY-KFI   CRJ9 425   35700 17/01/2015 10:38:31
44DA45 OOVRE    OO-VRE   C172 0     1300  17/01/2015 10:38:38
405B67 EZY73MU  G-EZDN   A319 12750 22875 17/01/2015 10:38:39
40061B BAW429   G-BNWZ   B763 10500 24000 17/01/2015 10:38:40
400DF6 -------- G-JECL   DH8D 20925 11050 17/01/2015 10:38:45
4951D3 -------- CS-TNS   A320 38025 3575  17/01/2015 10:38:53
3944F0 AFR1820  F-GRHQ   A319 29625 8675  17/01/2015 10:39:05
4CAA5C RYR77CA  EI-EVX   B738 32000 29150 17/01/2015 10:39:19
44CE61 BEL1CN   OO-SSA   A319 275   16725 17/01/2015 10:39:38
449887 -------- OO-FDG   F2TH 35650 35400 17/01/2015 10:39:46
44001B -------- OE-LBO   A320 ----- ----- 17/01/2015 10:40:03
3C49CB BER424R  D-ABNK   A320 23300 31925 17/01/2015 10:40:40
451E8B LZB462   LZ-FBA   A319 11800 31950 17/01/2015 10:40:50
78053B YZR7467  B-2435   B744 35000 34650 17/01/2015 10:40:51
3C6632 GWI2A    D-AIQR   A320 34700 37000 17/01/2015 10:40:52
484F7C KLM95T   PH-EZT   E190 10050 38075 17/01/2015 10:41:05
80071E JAI230   VT-JWR   A333 300   11675 17/01/2015 10:41:24
344455 IBS372N  EC-LVQ   A320 30200 8350  17/01/2015 10:41:28
406C72 EZY52LU  G-EZWZ   A320 29775 35000 17/01/2015 10:42:13
44BA47 OONRG    OO-NRG   R44  1300  900   17/01/2015 10:42:17
3C4AAD CFG258   D-ABUM   B763 31000 30975 17/01/2015 10:42:20
89617F UAE22    A6-EGG   B77W 33000 33000 17/01/2015 10:42:37
800720 JAI227   VT-JWT   A333 75    19775 17/01/2015 10:42:53
406B3F MON096   G-ZBAO   A321 28325 33050 17/01/2015 10:43:05
4B168E SWR32V   HB-IOC   A321 29050 35050 17/01/2015 10:43:10
500058 MEA201   T7-MRA   A320 38050 34800 17/01/2015 10:43:14
502C7E -------- YL-BAY   DH8D 13725 23000 17/01/2015 10:43:44
4CC270 ICE532   TF-ISF   B752 39000 39000 17/01/2015 10:44:00
398566 AFR1774  F-HBLG   E190 32575 37000 17/01/2015 10:44:46
8960F7 UAE8     A6-EDV   A388 27000 37000 17/01/2015 10:44:56
484F07 KLM33H   PH-BGP   B737 11375 35000 17/01/2015 10:45:17
4A0661 ROT372N  YR-ASA   A318 450   30375 17/01/2015 10:45:21
896171 UAE9748  A6-EFK   B77L 19850 24525 17/01/2015 10:45:37
400C4C -------- G-EZIJ   A319 38000 38000 17/01/2015 10:45:39
3986E8 AFR1846  F-HBXI   E170 31000 35000 17/01/2015 10:45:42
44CC62 OOSCB    OO-SCB   ULAC 700   2100  17/01/2015 10:45:43
3C65A9 DLH440   D-AIMI   A388 28250 34000 17/01/2015 10:46:02
4841A5 TRA3Y    PH-HZN   B738 36375 4650  17/01/2015 10:46:26
AE10BD RCH599   01-0194  C17  26900 32000 17/01/2015 10:46:29
4D0109 CLX713   LX-TCV   B744 31000 25350 17/01/2015 10:46:35
4CA8D7 RYR543N  EI-ENL   B738 40750 41000 17/01/2015 10:46:46
4CA96D RYR2985  EI-ESN   B738 475   9850  17/01/2015 10:46:52
3950C2 AFR324L  F-GUGC   A318 29525 26125 17/01/2015 10:47:01
4CA740 -------- EI-EBY   B738 12275 15325 17/01/2015 10:47:06
471EAA WZZ7ES   HA-LPY   A320 33000 35025 17/01/2015 10:47:20
406B40 MON684   G-ZBAM   A321 35050 34975 17/01/2015 10:47:22
4CA225 RYR9649  EI-DCK   B738 38000 38000 17/01/2015 10:47:39
4CAA96 SDM6235  EI-EYR   A320 34050 25800 17/01/2015 10:47:41
4BA8DA THY9TG   TC-JFZ   B738 7650  225   17/01/2015 10:47:47
45AC32 SAS7735  OY-KAR   A320 34000 35000 17/01/2015 10:48:09
4CA75E RYR145Y  EI-EFC   B738 550   24400 17/01/2015 10:48:10
484C26 KLM1315  PH-EZK   E190 10350 36000 17/01/2015 10:48:17
448EC5 OOCVE    OO-CVE   C172 900   2300  17/01/2015 10:48:28
896354 ETD150   A6-ETQ   B77W 33000 33000 17/01/2015 10:48:30
484001 -------- PH-BFB   B744 17050 19525 17/01/2015 10:48:36
7608FA PIA711   AP-BGZ   B77L 38000 38000 17/01/2015 10:48:48
406B90 -------- G-EZWX   A320 38000 38000 17/01/2015 10:48:48
484F7F KLM9955  PH-EZW   E190 23400 7025  17/01/2015 10:48:52
40600D EZY58DM  G-EZFI   A319 38050 29450 17/01/2015 10:49:34
406982 EDC809R  G-CHUI   C56X 29925 7300  17/01/2015 10:49:50
80071F JAI229   VT-JWS   A333 400   26175 17/01/2015 10:49:51
44CE65 BEL92V   OO-SSE   A319 7625  0     17/01/2015 10:49:57
8960CC UAE161   A6-EBE   B77W 36000 36000 17/01/2015 10:50:08
AAA4DC -------- N785UA   B772 34975 34975 17/01/2015 10:50:09
48418D KLM83K   PH-BXS   B739 9650  37075 17/01/2015 10:50:15
502C44 BTI8RY   YL-BBN   B735 35975 37000 17/01/2015 10:50:17
406605 BEE3DW   G-FBJD   E170 37225 38000 17/01/2015 10:50:36
485064 -------- PH-EZY   E190 12725 8550  17/01/2015 10:50:46
A43667 UAL90    N37018   B772 37000 36975 17/01/2015 10:50:49
4068CB -------- G-GDFM   B733 33025 33000 17/01/2015 10:50:54
4BA88C THY82    TC-JDL   A343 37000 37000 17/01/2015 10:51:06
4CA7BD AZA108   EI-DTF   A320 31275 8850  17/01/2015 10:51:11
406666 -------- G-EZUL   A320 37975 38000 17/01/2015 10:51:12
44CCD5 BEL465   OO-SFU   A332 100   14400 17/01/2015 10:51:36
AB84AB DAL15    N841MH   B764 29975 30000 17/01/2015 10:51:42
4AC88F NVR163   SE-RDO   A321 32000 33000 17/01/2015 10:52:07
400E59 EZY75WT  G-EZAW   A319 38025 31325 17/01/2015 10:52:11
748017 MEA211   OD-MEA   A332 31000 26125 17/01/2015 10:52:16
394C0A AFR1383  F-GTAK   A321 28000 27725 17/01/2015 10:52:20
40615B BAW712   G-EUYF   A320 28175 36950 17/01/2015 10:52:45
398563 AFR531D  F-HBLD   E190 32450 37000 17/01/2015 10:52:47
A9729E -------- N708DN   B77L 18325 24700 17/01/2015 10:52:50
4492E9 BEL2310  OO-DWI   RJ1H 26025 150   17/01/2015 10:53:00
400C4A EZY5382  G-EZIH   A319 38050 33400 17/01/2015 10:53:25
8961A3 ETD58    A6-EYN   A332 875   28750 17/01/2015 10:53:26
440CC2 TYW262B  OE-GBB   D328 28000 6425  17/01/2015 10:53:26
44D1AE OOTMN    OO-TMN   P28A 600   1800  17/01/2015 10:53:42
47A6CE NAX7GH   LN-NGO   B738 37000 37000 17/01/2015 10:53:53
4CA643 RYR12XR  EI-DYA   B738 27550 37025 17/01/2015 10:53:56
484557 KLM84F   PH-BXZ   B738 18350 16675 17/01/2015 10:54:24
48436B KLM705   PH-BQD   B772 8300  29475 17/01/2015 10:54:28
48436D KLM751   PH-BQF   B772 10775 22875 17/01/2015 10:55:01
402FDF GBRPS    G-BRPS   C177 600   500   17/01/2015 10:55:17
AD166D AWE751   N942UW   B752 550   19150 17/01/2015 10:55:28
3C6586 DLH2U    D-AILF   A319 33000 27300 17/01/2015 10:55:34
400B46 EXS7DR   G-CELK   B733 33025 33000 17/01/2015 10:55:35
484188 TRA6544  PH-XRA   B737 31700 5700  17/01/2015 10:56:14
484AA1 TRA718N  PH-HSW   B738 39250 5300  17/01/2015 10:56:24
4495EB OOEOK    OO-EOK   C150 1600  1300  17/01/2015 10:57:09
4B18F4 -------- HB-JLS   A320 36050 36050 17/01/2015 10:57:22
342194 VLG8959  EC-JFF   A320 12050 125   17/01/2015 10:57:33
485065 KLM1724  PH-EZZ   E190 600   8050  17/01/2015 10:57:50
3C4B04 BER7008  D-ABXD   A332 18525 30025 17/01/2015 10:57:57
485000 KLM791   PH-BVK   B77W 10625 24825 17/01/2015 10:58:03
710059 SVA037   HZ-AK17  B77W 32000 34000 17/01/2015 10:59:05
4CA768 RYR47HP  EI-EFM   B738 36000 29725 17/01/2015 10:59:09
4BA912 THY6JW   TC-JHR   B738 38000 33575 17/01/2015 10:59:12
A14FE0 DAL43    N184DN   B763 1450  22975 17/01/2015 10:59:31
3CC1E7 AHO397Q  D-CAST   C25B 40000 40000 17/01/2015 10:59:48
47875E NAX8EK   LN-DYP   B738 38975 39000 17/01/2015 11:00:13
440348 AUA286   OE-LVO   F100 23850 35000 17/01/2015 11:00:27
484F71 KLM437   PH-AKA   A333 10450 19625 17/01/2015 11:00:42
8963CD ETD12    A6-APA   A388 25600 37000 17/01/2015 11:00:43
400D5A BAW2759  G-DBCG   A319 11450 24000 17/01/2015 11:01:31
401088 GOPSP    G-OPSP   DA40 850   425   17/01/2015 11:01:48
AAEE43 -------- N803NW   A333 17825 18775 17/01/2015 11:01:52
3C6448 DLH25E   D-AIBH   A319 37000 36925 17/01/2015 11:01:59
406811 BEE7122  G-FBJH   E170 38000 38000 17/01/2015 11:02:20
3C5EE2 GWI18G   D-AGWB   A319 24975 25000 17/01/2015 11:02:38
51402C TGZ652   4L-TGM   B737 13100 27775 17/01/2015 11:02:42
484560 KLM792   PH-BVC   B77W 35875 7975  17/01/2015 11:02:54
4CA292 EIN69X   EI-DEL   A320 18425 37225 17/01/2015 11:02:59
400A7C BAW52ZG  G-DBCC   A319 28075 37000 17/01/2015 11:03:06
4CA802 RYR661F  EI-EKD   B738 26125 37000 17/01/2015 11:03:13
3C612D -------- D-AHIM   A319 39000 39000 17/01/2015 11:03:52
06A078 QTR007   A7-BAK   B77W 38000 34650 17/01/2015 11:04:18
400A0E BAW878   G-EUUO   A320 34875 37000 17/01/2015 11:04:25
484075 MPH067   PH-MCP   MD11 10550 27425 17/01/2015 11:04:26
ABABB7 GTI609   N851GT   B748 35000 16075 17/01/2015 11:04:38
4C01E4 ASL361   YU-APE   A319 12150 29900 17/01/2015 11:04:42
89402B GFA002   A9C-KC   A332 30025 41000 17/01/2015 11:04:44
76CEE8 SIA327   9V-SWH   B77W 33000 33000 17/01/2015 11:04:46
896191 UAE17    A6-EER   A388 40000 40000 17/01/2015 11:04:57
4D0115 CLX761   LX-ECV   B744 14975 15000 17/01/2015 11:05:09
4CA555 BCY86U   EI-RJI   RJ85 9225  22000 17/01/2015 11:05:22
4CA2DA RYR700A  EI-DLN   B738 12400 3225  17/01/2015 11:05:44
3E1859 STQ111   D-IAKN   C25A 39000 39000 17/01/2015 11:06:05
4CA1B4 RYR990Y  EI-DAE   B738 6850  2775  17/01/2015 11:06:05
8960D1 UAE27    A6-EBJ   B77W 36000 36000 17/01/2015 11:06:15
3C674E DLH4A    D-AIZN   A320 11225 29000 17/01/2015 11:06:35
4CA622 RYR579T  EI-DWV   B738 34000 28200 17/01/2015 11:07:01
89611B UAE12    A6-ECT   B77W 28125 33000 17/01/2015 11:07:09
4007E4 BAW950M  G-MIDY   A320 29300 35000 17/01/2015 11:07:12
3C6618 GWI23B   D-AIPX   A320 34000 35000 17/01/2015 11:07:16
406532 BAW675   G-EUYM   A320 35975 32775 17/01/2015 11:07:18
4CA62B BCY83N   EI-RJC   RJ85 19675 16850 17/01/2015 11:07:38
02007B MAC111   CN-TPH   BE20 16750 0     17/01/2015 11:08:12
40097F BAW937   G-EUUD   A320 24100 29900 17/01/2015 11:08:15
3C5EEA GWI37T   D-AGWJ   A319 31650 16325 17/01/2015 11:08:17
48418A KLM38P   PH-BXO   B739 29300 8775  17/01/2015 11:08:30
44DC32 OOWAR    OO-WAR   P28A 800   300   17/01/2015 11:08:53
89616B UAE9914  A6-EFE   B77L 11550 29000 17/01/2015 11:08:54
4CA8E6 RYR23CE  EI-ENT   B738 13225 29075 17/01/2015 11:09:03
4784E8 SAS4697  LN-RRF   B738 36000 36300 17/01/2015 11:09:10
A8A4C7 -------- N656UA   B763 11075 11450 17/01/2015 11:09:16
4692CF -------- SX-DVO   A321 ----- ----- 17/01/2015 11:09:35
49528E TAP568   CS-TTN   A319 34000 35000 17/01/2015 11:09:40
484B8C PHAIJ    PH-AIJ   PA34 1900  2000  17/01/2015 11:09:47
4CA61E RYR78FM  EI-DWR   B738 38000 26625 17/01/2015 11:09:50
392AEE AFR1145  F-GKXO   A320 38000 24800 17/01/2015 11:09:53
343543 AEA1172  EC-LFZ   E190 1025  26175 17/01/2015 11:09:57
800732 AIC131   VT-ANL   B788 39975 32400 17/01/2015 11:11:11
896327 ETD42    A6-ETJ   B77W 35000 35000 17/01/2015 11:11:27
3C6585 DLH1W    D-AILE   A319 425   19000 17/01/2015 11:11:28
3C6464 CFG9KW   D-AICD   A320 34000 35000 17/01/2015 11:11:46
4249B4 AFL2168  VQ-BIT   A320 34000 0     17/01/2015 11:11:52
44B827 OONAG    OO-NAG   P06T 750   5450  17/01/2015 11:12:49
3C5463 DLH1RK   D-AECC   E190 38025 38000 17/01/2015 11:13:09
4066BA BEE1855  G-FBJE   E170 36000 36000 17/01/2015 11:13:27
394C18 AFR131R  F-GTAY   A321 10350 26800 17/01/2015 11:13:53
3CD2E6 EFD999   D-CHEC   C680 34075 41000 17/01/2015 11:13:53
484D11 TFL7694  PH-OYJ   B763 37000 37000 17/01/2015 11:14:18
40090D TOM27V   G-OOBA   B752 39975 27650 17/01/2015 11:14:36
3C6650 DLH99Y   D-AIRP   A321 35000 34975 17/01/2015 11:15:19
44C0A7 OOPEG    OO-PEG   P28A 500   200   17/01/2015 11:15:39
8961A5 ETD16    A6-EYP   A332 37000 37000 17/01/2015 11:15:46
3C6648 DLH9HP   D-AIRH   A321 37000 36125 17/01/2015 11:15:49
405634 EZY35DX  G-EZDE   A319 36000 36000 17/01/2015 11:16:06
